mouse_genes	HGNC.symbol
Ppm1b	PPM1B
Ppm1d	PPM1D
Ppm1e	PPM1E
Ppm1f	PPM1F
Ppm1g	PPM1G
Ppm1h	PPM1H
Ppm1j	PPM1J
Ppm1k	PPM1K
Ppm1l	PPM1L
Ppm1m	PPM1M
Ppme1	PPME1
Ppox	PPOX
Ppp1ca	PPP1CA
Ppp1cb	PPP1CB
Ppp1cc	PPP1CC
Ppp1r10	PPP1R10
Ppp1r11	PPP1R11
Ppp1r12a	PPP1R12A
Ppp1r12b	PPP1R12B
Ppp1r12c	PPP1R12C
Ppp1r13b	PPP1R13B
Ppp1r13l	PPP1R13L
Ppp1r14a	PPP1R14A
Ppp1r14b	PPP1R14B
Ppp1r15a	PPP1R15A
Ppp1r15b	PPP1R15B
Ppp1r16a	PPP1R16A
Ppp1r16b	PPP1R16B
Ppp1r18	PPP1R18
Ppp1r2	PPP1R2
Ppp1r2	PPP1R2B
Ppp1r21	PPP1R21
Ppp1r26	PPP1R26
Ppp1r35	PPP1R35
Ppp1r36	PPP1R36
Ppp1r37	PPP1R37
Ppp1r3b	PPP1R3B
Ppp1r3d	PPP1R3D
Ppp1r3e	PPP1R3E
Ppp1r3f	PPP1R3F
Ppp1r42	PPP1R42
Ppp1r8	PPP1R8
Ppp1r9a	PPP1R9A
Ppp1r9b	PPP1R9B
Ppp2ca	PPP2CA
Ppp2cb	PPP2CB
Ppp2r1a	PPP2R1A
Ppp2r1b	PPP2R1B
Ppp2r2a	PPP2R2A
Ppp2r2b	PPP2R2B
Ppp2r2d	PPP2R2D
Ppp2r3a	PPP2R3A
Ppp2r3c	PPP2R3C
Ppp2r3d	PPP2R3B
Ppp2r5a	PPP2R5A
Ppp2r5b	PPP2R5B
Ppp2r5c	PPP2R5C
Ppp2r5d	PPP2R5D
Ppp2r5e	PPP2R5E
Ppp3ca	PPP3CA
Ppp3cb	PPP3CB
Ppp3cc	PPP3CC
Ppp3r1	PPP3R1
Ppp4c	PPP4C
Ppp4r1	PPP4R1
Ppp4r3a	PPP4R3A
Ppp4r3b	PPP4R3B
Ppp5c	PPP5C
Ppp6c	PPP6C
Ppp6r1	PPP6R1
Ppp6r2	PPP6R2
Ppp6r3	PPP6R3
Pprc1	PPRC1
Ppt1	PPT1
Ppt2	PPT2-EGFL8
Ppt2	PPT2
Pptc7	PPTC7
Ppwd1	PPWD1
Pqbp1	PQBP1
Pqlc1	PQLC1
Pqlc2	PQLC2
Pqlc3	PQLC3
Pradc1	PRADC1
Praf2	PRAF2
Prag1	PRAG1
Pram1	PRAM1
Pramef8	PRAMEF20
Pramef8	PRAMEF1
Pramef8	PRAMEF9
Pramef8	PRAMEF2
Pramef8	PRAMEF25
Pramef8	PRAMEF12
Pramef8	PRAMEF15
Pramef8	PRAMEF27
Pramef8	PRAMEF11
Pramef8	PRAMEF6
Pramef8	PRAMEF8
Pramef8	PRAMEF4
Pramef8	PRAMEF10
Pramef8	PRAMEF7
Pramef8	PRAMEF14
Pramef8	PRAMEF17
Pramef8	PRAMEF19
Pramef8	PRAMEF33
Pramef8	PRAMEF26
Pramef8	PRAMEF18
Pramef8	PRAMEF13
Pramef8	PRAMEF5
Prc1	PRC1
Prcc	PRCC
Prcp	PRCP
Prdm1	PRDM1
Prdm10	PRDM10
Prdm11	PRDM11
Prdm15	PRDM15
Prdm16	PRDM16
Prdm2	PRDM2
Prdm4	PRDM4
Prdm5	PRDM5
Prdm9	PRDM7
Prdx1	PRDX1
Prdx2	PRDX2
Prdx3	PRDX3
Prdx4	PRDX4
Prdx5	PRDX5
Prdx6	PRDX6
Prdx6b	PRDX6
Preb	PREB
Prelid1	PRELID1
Prelid2	PRELID2
Prelid3b	PRELID3B
Prep	PREP
Prepl	PREPL
Prex1	PREX1
Prex2	PREX2
Prf1	PRF1
Prg2	PRG2
Prg3	PRG3
Prickle1	PRICKLE1
Prickle3	PRICKLE3
Prim1	PRIM1
Prim2	PRIM2
Primpol	PRIMPOL
Prkaa1	PRKAA1
Prkaa2	PRKAA2
Prkab1	PRKAB1
Prkab2	PRKAB2
Prkaca	PRKACA
Prkacb	PRKACB
Prkag1	PRKAG1
Prkag2	PRKAG2
Prkar1a	PRKAR1A
Prkar1b	PRKAR1B
Prkar2a	PRKAR2A
Prkar2b	PRKAR2B
Prkca	PRKCA
Prkcb	PRKCB
Prkcd	PRKCD
Prkce	PRKCE
Prkcg	PRKCG
Prkch	PRKCH
Prkci	PRKCI
Prkcq	PRKCQ
Prkcsh	PRKCSH
Prkcz	PRKCZ
Prkd2	PRKD2
Prkd3	PRKD3
Prkdc	PRKDC
Prkg1	PRKG1
Prkra	PRKRA
Prkrip1	PRKRIP1
Prkx	PRKX
Prkx	PRKY
Prm2	PRM2
Prmt1	PRMT1
Prmt2	PRMT2
Prmt3	PRMT3
Prmt5	PRMT5
Prmt6	PRMT6
Prmt7	PRMT7
Prmt9	PRMT9
Prnp	PRNP
Prob1	PROB1
Proca1	PROCA1
Procr	PROCR
Prodh	PRODH
Prok2	PROK2
Prom1	PROM1
Pros1	PROS1
Proser1	PROSER1
Proser2	PROSER2
Proser3	PROSER3
Prox2	PROX2
Prpf18	PRPF18
Prpf19	PRPF19
Prpf3	PRPF3
Prpf31	PRPF31
Prpf38a	PRPF38A
Prpf38b	PRPF38B
Prpf39	PRPF39
Prpf4	PRPF4
Prpf40a	PRPF40A
Prpf40b	PRPF40B
Prpf4b	PRPF4B
Prpf6	PRPF6
Prpf8	PRPF8
Prps1	PRPS1
Prps1l1	PRPS1L1
Prps1l3	PRPS1
Prps2	PRPS2
Prpsap1	PRPSAP1
Prpsap2	PRPSAP2
Prr11	PRR11
Prr12	PRR12
Prr14	PRR14
Prr14l	PRR14L
Prr15	PRR15
Prr18	PRR18
Prr22	PRR22
Prr3	PRR3
Prr36	PRR36
Prr5	PRR5
Prr5l	PRR5L
Prr7	PRR7
Prrc1	PRRC1
Prrc2a	PRRC2A
Prrc2b	PRRC2B
Prrc2c	PRRC2C
Prrg1	PRRG1
Prrg2	PRRG2
Prrg4	PRRG4
Prrt1	PRRT1
Prss12	PRSS12
Prss16	PRSS16
Prss2	PRSS3
Prss2	PRSS2
Prss2	PRSS1
Prss36	PRSS36
Prss50	PRSS50
Prss53	PRSS53
Prss57	PRSS57
Prtn3	PRTN3
Prune1	PRUNE1
Prune2	PRUNE2
Prx	PRX
Psap	PSAP
Psat1	PSAT1
Psd	PSD
Psd3	PSD3
Psd4	PSD4
Psen1	PSEN1
Psen2	PSEN2
Psenen	PSENEN
Psip1	PSIP1
Pskh1	PSKH1
Psma1	PSMA1
Psma2	PSMA2
Psma3	PSMA3
Psma4	PSMA4
Psma5	PSMA5
Psma6	PSMA6
Psma7	PSMA7
Psma8	PSMA8
Psmb1	PSMB1
Psmb10	PSMB10
Psmb2	PSMB2
Psmb3	PSMB3
Psmb4	PSMB4
Psmb5	PSMB5
Psmb6	PSMB6
Psmb7	PSMB7
Psmb8	PSMB8
Psmb9	PSMB9
Psmc1	PSMC1
Psmc2	PSMC2
Psmc3	PSMC3
Psmc3ip	PSMC3IP
Psmc4	PSMC4
Psmc5	PSMC5
Psmc6	PSMC6
Psmd1	PSMD1
Psmd10	PSMD10
Psmd11	PSMD11
Psmd12	PSMD12
Psmd13	PSMD13
Psmd14	PSMD14
Psmd2	PSMD2
Psmd3	PSMD3
Psmd4	PSMD4
Psmd5	PSMD5
Psmd6	PSMD6
Psmd7	PSMD7
Psmd8	PSMD8
Psmd9	PSMD9
Psme1	PSME1
Psme2	PSME2
Psme2b	PSME2
Psme3	PSME3
Psme4	PSME4
Psmf1	PSMF1
Psmg1	PSMG1
Psmg2	PSMG2
Psmg3	PSMG3
Psmg4	PSMG4
Pspc1	PSPC1
Psph	PSPH
Psrc1	PSRC1
Pstk	PSTK
Pstpip1	PSTPIP1
Pstpip2	PSTPIP2
Ptafr	PTAFR
Ptar1	PTAR1
Ptbp2	PTBP2
Ptbp3	PTBP3
Ptcd1	PTCD1
Ptcd1	ATP5MF-PTCD1
Ptcd2	PTCD2
Ptcd3	PTCD3
Ptch1	PTCH1
Ptch2	PTCH2
Ptcra	PTCRA
Ptdss1	PTDSS1
Ptdss2	PTDSS2
Pten	PTEN
Pter	PTER
Ptgds	PTGDS
Ptger2	PTGER2
Ptger3	PTGER3
Ptger4	PTGER4
Ptges	PTGES
Ptges2	PTGES2
Ptges3	PTGES3
Ptges3l	PTGES3L
Ptgir	PTGIR
Ptgr1	PTGR1
Ptgr2	PTGR2
Ptgs1	PTGS1
Ptgs2	PTGS2
Pth1r	PTH1R
Ptk2	PTK2
Ptk2b	PTK2B
Ptk7	PTK7
Ptma	PTMA
Ptn	PTN
Ptov1	PTOV1
Ptp4a1	PTP4A1
Ptp4a2	PTP4A2
Ptp4a3	PTP4A3
Ptpa	PTPA
Ptpdc1	PTPDC1
Ptpn1	PTPN1
Ptpn11	PTPN11
Ptpn12	PTPN12
Ptpn13	PTPN13
Ptpn14	PTPN14
Ptpn18	PTPN18
Ptpn2	PTPN2
Ptpn22	PTPN22
Ptpn23	PTPN23
Ptpn3	PTPN3
Ptpn4	PTPN4
Ptpn6	PTPN6
Ptpn7	PTPN7
Ptpn9	PTPN9
Ptpra	PTPRA
Ptprc	PTPRC
Ptprcap	PTPRCAP
Ptpre	PTPRE
Ptprf	PTPRF
Ptprj	PTPRJ
Ptprk	PTPRK
Ptprn	PTPRN
Ptpro	PTPRO
Ptprr	PTPRR
Ptprs	PTPRS
Ptpru	PTPRU
Ptrh1	PTRH1
Ptrh2	PTRH2
Ptrhd1	PTRHD1
Pts	PTS
Pttg1	PTTG1
Pttg1	PTTG2
Pttg1ip	PTTG1IP
Puf60	PUF60
Pum1	PUM1
Pum2	PUM2
Pum3	PUM3
Pura	PURA
Purb	PURB
Purg	PURG
Pus1	PUS1
Pus10	PUS10
Pus3	PUS3
Pus7	PUS7
Pus7l	PUS7L
Pusl1	PUSL1
Pvr	PVR
Pwp1	PWP1
Pwp2	PWP2
Pwwp2a	PWWP2A
Pwwp2b	PWWP2B
Pxdc1	PXDC1
Pxk	PXK
Pxmp2	PXMP2
Pxmp4	PXMP4
Pxn	PXN
Pxt1	PXT1
Pxylp1	PXYLP1
Pycard	PYCARD
Pycr1	PYCR1
Pycr2	PYCR2
Pycrl	PYCR3
Pygb	PYGB
Pygl	PYGL
Pygm	PYGM
Pygo2	PYGO2
Pym1	PYM1
Pyroxd1	PYROXD1
Pyroxd2	PYROXD2
Pyurf	PYURF
Qars	QARS
Qdpr	QDPR
Qk	QKI
Qpct	QPCT
Qpctl	QPCTL
Qprt	QPRT
Qrfp	QRFP
Qrich1	QRICH1
Qrsl1	QRSL1
Qser1	QSER1
Qsox1	QSOX1
Qsox2	QSOX2
Qtrt1	QTRT1
R3hcc1	R3HCC1
R3hcc1l	R3HCC1L
R3hdm1	R3HDM1
R3hdm2	R3HDM2
R3hdm4	R3HDM4
Rab10	RAB10
Rab11a	RAB11A
Rab11b	RAB11B
Rab11fip1	RAB11FIP1
Rab11fip2	RAB11FIP2
Rab11fip3	RAB11FIP3
Rab11fip4	RAB11FIP4
Rab11fip5	RAB11FIP5
Rab12	RAB12
Rab13	RAB13
Rab14	RAB14
Rab17	RAB17
Rab18	RAB18
Rab19	RAB19
Rab1a	RAB1A
Rab1b	RAB1B
Rab20	RAB20
Rab21	RAB21
Rab22a	RAB22A
Rab23	RAB23
Rab24	RAB24
Rab26	RAB26
Rab27a	RAB27A
Rab27b	RAB27B
Rab28	RAB28
Rab29	RAB29
Rab2a	RAB2A
Rab2b	RAB2B
Rab30	RAB30
Rab31	RAB31
Rab33a	RAB33A
Rab33b	RAB33B
Rab34	RAB34
Rab35	RAB35
Rab36	RAB36
Rab37	RAB37
Rab38	RAB38
Rab39	RAB39A
Rab39b	RAB39B
Rab3a	RAB3A
Rab3b	RAB3B
Rab3d	RAB3D
Rab3gap1	RAB3GAP1
Rab3gap2	RAB3GAP2
Rab3il1	RAB3IL1
Rab3ip	RAB3IP
Rab40b	RAB40B
Rab40c	RAB40C
Rab42	RAB42
Rab43	RAB43
Rab44	RAB44
Rab4a	RAB4A
Rab4b	RAB4B-EGLN2
Rab4b	RAB4B
Rab5a	RAB5A
Rab5c	RAB5C
Rab6a	RAB6A
Rab6b	RAB6B
Rab7	RAB7A
Rab7b	RAB7B
Rab8a	RAB8A
Rab8b	RAB8B
Rab9	RAB9A
Rabac1	RABAC1
Rabep1	RABEP1
Rabep2	RABEP2
Rabepk	RABEPK
Rabgap1	RABGAP1
Rabgap1l	RABGAP1L
Rabgef1	RABGEF1
Rabggta	RABGGTA
Rabggtb	RABGGTB
Rabif	RABIF
Rabl2	RABL2B
Rabl2	RABL2A
Rabl3	RABL3
Rabl6	RABL6
Rac1	RAC1
Rac2	RAC2
Rac3	RAC3
Racgap1	RACGAP1
Rack1	RACK1
Rad1	RAD1
Rad17	RAD17
Rad18	RAD18
Rad21	RAD21
Rad23a	RAD23A
Rad23b	RAD23B
Rad50	RAD50
Rad51	RAD51
Rad51ap1	RAD51AP1
Rad51b	RAD51B
Rad51c	RAD51C
Rad51d	RAD51D
Rad52	RAD52
Rad54b	FSBP
Rad54b	RAD54B
Rad54l	RAD54L
Rad54l2	RAD54L2
Rad9a	RAD9A
Rad9b	RAD9B
Rae1	RAE1
Raf1	RAF1
Rag1	RAG1
Rag2	RAG2
Rai1	RAI1
Rai14	RAI14
Rai2	RAI2
Rala	RALA
Ralb	RALB
Ralbp1	RALBP1
Ralgapa1	RALGAPA1
Ralgapa2	RALGAPA2
Ralgapb	RALGAPB
Ralgds	RALGDS
Ralgps1	RALGPS1
Ralgps2	RALGPS2
Raly	RALY
Ramp1	RAMP1
Ramp2	RAMP2
Ramp3	RAMP3
Ranbp1	RANBP1
Ranbp10	RANBP10
Ranbp17	RANBP17
Ranbp2	RANBP2
Ranbp3	RANBP3
Ranbp6	RANBP6
Ranbp9	RANBP9
Rangap1	RANGAP1
Rangrf	RANGRF
Rap1a	RAP1A
Rap1b	RAP1B
Rap1gap	RAP1GAP
Rap1gap2	RAP1GAP2
Rap1gds1	RAP1GDS1
Rap2a	RAP2A
Rap2b	RAP2B
Rap2c	RAP2C
Rapgef1	RAPGEF1
Rapgef2	RAPGEF2
Rapgef3	RAPGEF3
Rapgef4	RAPGEF4
Rapgef5	RAPGEF5
Rapgef6	RAPGEF6
Rapgefl1	RAPGEFL1
Raph1	RAPH1
Rapsn	RAPSN
Rara	RARA
Rarb	RARB
Rarg	RARG
Rars	RARS
Rars2	RARS2
Rasa1	RASA1
Rasa2	RASA2
Rasa3	RASA3
Rasa4	RASA4
Rasa4	RASA4B
Rasal1	RASAL1
Rasal2	RASAL2
Rasal3	RASAL3
Rasd1	RASD1
Rasgef1a	RASGEF1A
Rasgef1b	RASGEF1B
Rasgef1c	RASGEF1C
Rasgrf1	RASGRF1
Rasgrp1	RASGRP1
Rasgrp2	RASGRP2
Rasgrp3	RASGRP3
Rasgrp4	RASGRP4
Rasip1	RASIP1
Rasl11a	RASL11A
Rasl11b	RASL11B
Rasl12	RASL12
Rassf1	RASSF1
Rassf10	RASSF10
Rassf2	RASSF2
Rassf3	RASSF3
Rassf4	RASSF4
Rassf5	RASSF5
Rassf6	RASSF6
Rassf7	RASSF7
Rassf8	RASSF8
Raver1	RAVER1
Raver2	RAVER2
Rb1	RB1
Rb1cc1	RB1CC1
Rbak	RBAK
Rbbp4	RBBP4
Rbbp5	RBBP5
Rbbp6	RBBP6
Rbbp7	RBBP7
Rbbp8	RBBP8
Rbbp9	RBBP9
Rbck1	RBCK1
Rbfa	RBFA
Rbfox2	RBFOX2
Rbks	RBKS
Rbl1	RBL1
Rbl2	RBL2
Rbm10	RBM10
Rbm11	RBM11
Rbm12	RBM12
Rbm12b1	RBM12B
Rbm12b2	RBM12B
Rbm14	RBM14
Rbm15	RBM15
Rbm15b	RBM15B
Rbm17	RBM17
Rbm18	RBM18
Rbm19	RBM19
Rbm20	RBM20
Rbm22	RBM22
Rbm25	RBM25
Rbm26	RBM26
Rbm27	RBM27
Rbm28	RBM28
Rbm3	RBM3
Rbm33	RBM33
Rbm34	RBM34
Rbm38	RBM38
Rbm39	RBM39
Rbm4	RBM4
Rbm41	RBM41
Rbm42	RBM42
Rbm43	RBM43
Rbm44	RBM44
Rbm45	RBM45
Rbm47	RBM47
Rbm48	RBM48
Rbm4b	RBM4B
Rbm5	RBM5
Rbm6	RBM6
Rbm7	RBM7
Rbm8a	RBM8A
Rbm8a2	RBM8A
Rbms1	RBMS1
Rbms2	RBMS2
Rbmx	RBMX
Rbmx2	RBMX2
Rbp1	RBP1
Rbpj	RBPJ
Rbpms	RBPMS
Rbpms2	RBPMS2
Rbsn	RBSN
Rbx1	RBX1
Rc3h1	RC3H1
Rc3h2	RC3H2
Rcan1	RCAN1
Rcan3	RCAN3
Rcbtb1	RCBTB1
Rcbtb2	RCBTB2
Rcc1	RCC1
Rcc1l	RCC1L
Rcc2	RCC2
Rccd1	RCCD1
Rce1	RCE1
Rchy1	RCHY1
Rcl1	RCL1
Rcn1	RCN1
Rcn2	RCN2
Rcn3	RCN3
Rcor1	RCOR1
Rcor2	RCOR2
Rcor3	RCOR3
Rcsd1	RCSD1
Rdh10	RDH10
Rdh11	RDH11
Rdh12	RDH12
Rdh13	RDH13
Rdh14	RDH14
Rdh5	RDH5
Rdm1	RDM1
Rdx	RDX
Rec114	REC114
Rec8	REC8
Reck	RECK
Recql	RECQL
Recql4	RECQL4
Recql5	RECQL5
Reep1	REEP1
Reep2	REEP2
Reep3	REEP3
Reep4	REEP4
Reep5	REEP5
Reep6	REEP6
Rel	REL
Rela	RELA
Relb	RELB
Rell1	RELL1
Rell2	RELL2
Relt	RELT
Rem1	REM1
Rem2	REM2
Renbp	RENBP
Rep15	REP15
Repin1	REPIN1
Reps1	REPS1
Reps2	REPS2
Rer1	RER1
Rere	RERE
Rest	REST
Retn	RETN
Retnlb	RETNLB
Retnlg	RETNLB
Retsat	RETSAT
Rev1	REV1
Rev3l	REV3L
Rexo1	REXO1
Rexo2	REXO2
Rexo4	REXO4
Rfc1	RFC1
Rfc2	RFC2
Rfc3	RFC3
Rfc4	RFC4
Rfc5	RFC5
Rfesd	RFESD
Rffl	RFFL
Rfk	RFK
Rflnb	RFLNB
Rfng	RFNG
Rft1	RFT1
Rftn1	RFTN1
Rftn2	RFTN2
Rfwd3	RFWD3
Rfx1	RFX1
Rfx2	RFX2
Rfx3	RFX3
Rfx5	RFX5
Rfx7	RFX7
Rfx8	RFX8
Rfxank	RFXANK
Rfxap	RFXAP
Rgcc	RGCC
Rgl1	RGL1
Rgl2	RGL2
Rgmb	RGMB
Rgp1	RGP1
Rgs1	RGS1
Rgs10	RGS10
Rgs11	RGS11
Rgs12	RGS12
Rgs14	RGS14
Rgs18	RGS18
Rgs19	RGS19
Rgs2	RGS2
Rgs3	RGS3
Rgs7bp	RGS7BP
Rgs9bp	RGS9BP
Rhag	RHAG
Rhbdd1	RHBDD1
Rhbdd2	RHBDD2
Rhbdd3	RHBDD3
Rhbdf1	RHBDF1
Rhbdf2	RHBDF2
Rhbdl3	RHBDL3
Rhcg	RHCG
Rhd	RHCE
Rhd	RHD
Rheb	RHEB
Rhebl1	RHEBL1
Rhno1	RHNO1
Rhoa	RHOA
Rhob	RHOB
Rhobtb1	RHOBTB1
Rhobtb2	RHOBTB2
Rhobtb3	RHOBTB3
Rhoc	RHOC
Rhod	RHOD
Rhof	RHOF
Rhog	RHOG
Rhoh	RHOH
Rhoj	RHOJ
Rhoq	RHOQ
Rhot1	RHOT1
Rhot2	RHOT2
Rhou	RHOU
Rhov	RHOV
Rhpn1	RHPN1
Ribc1	RIBC1
Ric1	RIC1
Ric3	RIC3
Ric8a	RIC8A
Ric8b	RIC8B
Rictor	RICTOR
Rida	RIDA
Rif1	RIF1
Rilp	RILP
Rilpl1	RILPL1
Rilpl2	RILPL2
Rims3	RIMS3
Rin2	RIN2
Rin3	RIN3
Ring1	RING1
Rinl	RINL
Rint1	RINT1
Riok1	RIOK1
Riok3	RIOK3
Riox1	RIOX1
Riox2	RIOX2
Ripk1	RIPK1
Ripk2	RIPK2
Ripk3	RIPK3
Ripply3	RIPPLY3
Rit1	RIT1
Rita1	RITA1
Rlf	RLF
Rlim	RLIM
Rmdn1	RMDN1
Rmdn3	RMDN3
Rmi1	RMI1
Rmi2	RMI2
Rmnd1	RMND1
Rmnd5a	RMND5A
Rmnd5b	RMND5B
Rnase10	RNASE10
Rnase12	RNASE12
Rnase4	RNASE4
Rnase6	RNASE6
Rnaseh1	RNASEH1
Rnaseh2a	RNASEH2A
Rnaseh2b	RNASEH2B
Rnaseh2c	RNASEH2C
Rnasek	RNASEK
Rnasel	RNASEL
Rnaset2a	RNASET2
Rnaset2b	RNASET2
Rnd1	RND1
Rnd2	RND2
Rnd3	RND3
Rnf10	RNF10
Rnf103	RNF103
Rnf11	RNF11
Rnf111	RNF111
Rnf113a1	RNF113A
Rnf113a2	RNF113A
Rnf114	RNF114
Rnf115	RNF115
Rnf121	RNF121
Rnf122	RNF122
Rnf123	RNF123
Rnf125	RNF125
Rnf128	RNF128
Rnf13	RNF13
Rnf130	RNF130
Rnf138	RNF138
Rnf139	RNF139
Rnf14	RNF14
Rnf141	RNF141
Rnf144a	RNF144A
Rnf144b	RNF144B
Rnf145	RNF145
Rnf146	RNF146
Rnf149	RNF149
Rnf150	RNF150
Rnf157	RNF157
Rnf166	RNF166
Rnf167	RNF167
Rnf168	RNF168
Rnf169	RNF169
Rnf17	RNF17
Rnf170	RNF170
Rnf180	RNF180
Rnf181	RNF181
Rnf185	RNF185
Rnf19a	RNF19A
Rnf19b	RNF19B
Rnf2	RNF2
Rnf20	RNF20
Rnf208	RNF208
Rnf212	RNF212
Rnf214	RNF214
Rnf215	RNF215
Rnf216	RNF216
Rnf217	RNF217
Rnf219	RNF219
Rnf220	RNF220
Rnf225	RNF225
Rnf24	RNF24
Rnf25	RNF25
Rnf26	RNF26
Rnf31	RNF31
Rnf32	RNF32
Rnf34	RNF34
Rnf38	RNF38
Rnf4	RNF4
Rnf40	RNF40
Rnf41	RNF41
Rnf43	RNF43
Rnf44	RNF44
Rnf5	RNF5
Rnf6	RNF6
Rnf7	RNF7
Rnf8	RNF8
Rnft1	RNFT1
Rngtt	RNGTT
Rnh1	RNH1
Rnls	RNLS
Rnmt	RNMT
Rnpc3	RNPC3
Rnpep	RNPEP
Rnpepl1	RNPEPL1
Rnps1	RNPS1
Rnu11	RNU11
Rnu12	RNU12
Rnu2-10	RNU2-1
Rnu3a	SNORD3D
Rny1	RNY1P12
Robo3	ROBO3
Robo4	ROBO4
Rock1	ROCK1
Rock2	ROCK2
Rogdi	ROGDI
Rom1	ROM1
Romo1	ROMO1
Ropn1l	ROPN1L
Rora	RORA
Rorc	RORC
Rp2	RP2
Rp9	RP9
Rpa1	RPA1
Rpa2	RPA2
Rpa3	RPA3
Rpain	RPAIN
Rpap1	RPAP1
Rpap2	RPAP2
Rpap3	RPAP3
Rpe	RPEL1
Rpe	RPE
Rpf1	RPF1
Rpf2	RPF2
Rpgr	RPGR
Rpgrip1	RPGRIP1
Rpgrip1l	RPGRIP1L
Rph3a	RPH3A
Rph3al	RPH3AL
Rpia	RPIA
Rpl10a	RPL10A
Rpl11	RPL11
Rpl12	RPL12
Rpl13	RPL13
Rpl14	RPL14
Rpl15	RPL15
Rpl18	RPL18
Rpl19	RPL19
Rpl21	RPL21
Rpl22	RPL22
Rpl22l1	RPL22L1
Rpl23	RPL23
Rpl23a	RPL23A
Rpl24	RPL24
Rpl27	RPL27
Rpl28	RPL28
Rpl29	RPL29
Rpl3	RPL3
Rpl30	RPL30
Rpl34	RPL34
Rpl35	RPL35
Rpl35a	RPL35A
Rpl36	RPL36
Rpl36a	RPL36A
Rpl37a	RPL37A
Rpl38	RPL38
Rpl39	RPL39
Rpl3l	RPL3L
Rpl4	RPL4
Rpl7l1	RPL7L1
Rpl8	RPL8
Rplp1	RPLP1
Rplp2	RPLP2
Rpn1	RPN1
Rpn2	RPN2
Rpp14	RPP14
Rpp21	RPP21
Rpp25l	RPP25L
Rpp30	RPP30
Rpp38	RPP38
Rpp40	RPP40
Rpph1	RPPH1
Rprd1a	RPRD1A
Rprd1b	RPRD1B
Rprd2	RPRD2
Rprm	RPRM
Rps11	RPS11
Rps12-ps3	RPS12
Rps13	RPS13
Rps14	RPS14
Rps15	RPS15
Rps15a	RPS15A
Rps16	RPS16
Rps17	RPS17
Rps19	RPS19
Rps19bp1	RPS19BP1
Rps21	RPS21
Rps23	RPS23
Rps24	RPS24
Rps26	RPS26
Rps27	RPS27
Rps27l	RPS27L
Rps28	RPS28
Rps3	RPS3
Rps4x	RPS4X
Rps5	RPS5
Rps6	RPS6
Rps6ka1	RPS6KA1
Rps6ka2	RPS6KA2
Rps6ka3	RPS6KA3
Rps6ka4	RPS6KA4
Rps6ka5	RPS6KA5
Rps6ka6	RPS6KA6
Rps6kb1	RPS6KB1
Rps6kb2	RPS6KB2
Rps6kc1	RPS6KC1
Rps6kl1	RPS6KL1
Rps7	RPS7
Rps9	RPS9
Rptor	RPTOR
Rpusd1	RPUSD1
Rpusd2	RPUSD2
Rpusd3	RPUSD3
Rpusd4	RPUSD4
Rrad	RRAD
Rraga	RRAGA
Rragb	RRAGB
Rragc	RRAGC
Rragd	RRAGD
Rras	RRAS
Rras2	RRAS2
Rrbp1	RRBP1
Rreb1	RREB1
Rrm1	RRM1
Rrm2	RRM2
Rrm2b	RRM2B
Rrn3	RRN3
Rrnad1	RRNAD1
Rrp1	RRP1
Rrp12	RRP12
Rrp15	RRP15
Rrp1b	RRP1B
Rrp36	RRP36
Rrp7a	RRP7A
Rrp8	RRP8
Rrp9	RRP9
Rrs1	RRS1
Rsad1	RSAD1
Rsad2	RSAD2
Rsbn1	RSBN1
Rsbn1l	RSBN1L
Rsf1	RSF1
Rsl1d1	RSL1D1
Rsl24d1	RSL24D1
Rsph1	RSPH1
Rsph3a	RSPH3
Rsph3b	RSPH3
Rsph9	RSPH9
Rspo1	RSPO1
Rspry1	RSPRY1
Rsrc1	RSRC1
Rsrc2	RSRC2
Rsrp1	RSRP1
Rsu1	RSU1
Rtca	RTCA
Rtcb	RTCB
Rtel1	RTEL1
Rtel1	RTEL1-TNFRSF6B
Rtf1	RTF1
Rtkn	RTKN
Rtkn2	RTKN2
Rtn1	RTN1
Rtn3	RTN3
Rtn4	RTN4
Rtn4ip1	RTN4IP1
Rtn4r	RTN4R
Rtn4rl1	RTN4RL1
Rtp4	RTP4
Rttn	RTTN
Rubcn	RUBCN
Rubcnl	RUBCNL
Rufy1	RUFY1
Rufy2	RUFY2
Rufy3	RUFY3
Rufy4	RUFY4
Rundc1	RUNDC1
Rundc3a	RUNDC3A
Rundc3b	RUNDC3B
Runx1	RUNX1
Runx1t1	RUNX1T1
Runx2	RUNX2
Runx3	RUNX3
Rusc1	RUSC1
Rusc2	RUSC2
Ruvbl1	RUVBL1
Ruvbl2	RUVBL2
Rwdd1	RWDD1
Rwdd2a	RWDD2A
Rwdd2b	RWDD2B
Rwdd3	RWDD3
Rwdd4a	RWDD4
Rxra	RXRA
Rxrb	RXRB
Rybp	RYBP
Ryk	RYK
Ryr1	RYR1
S100a1	S100A1
S100a10	S100A10
S100a11	S100A11
S100a13	S100A13
S100a2	S100A2
S100a3	S100A3
S100a4	S100A4
S100a5	S100A5
S100a6	S100A6
S100a8	S100A8
S100a9	S100A9
S100pbp	S100PBP
S1pr1	S1PR1
S1pr2	S1PR2
S1pr3	S1PR3
S1pr4	S1PR4
S1pr5	S1PR5
Saa3	SAA2
Saa3	SAA1
Saal1	SAAL1
Sac3d1	SAC3D1
